frecuencia;id_externo;moneda;tipo_cambio;fecha;fecha_contable;nota;subsidiaria;nota_linea;id_cuenta_contable;numero_cuenta_contable;debito;credito;external_id_tercero;nombre_tercero;clase;departamento;ubicacion_centro_costo
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#3339008-10-12-2021;HOLDING PJV;9008-Vacaciones  Reserva    (GASTO );40;611101.04-1;1191.00;0.00;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#3339009-10-12-2021;HOLDING PJV;9009-Riesgo Profesional    (GASTO );38;611101.12-1;128.41;0.00;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333100-10-12-2021;METRO PANAMA PJV;100-SALARIO;1;611101.01-1;1206.03;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333100-10-12-2021;NORTE PANAMA PJV;100-SALARIO;1;611101.01-1;1528.47;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333100-10-12-2021;NORTE PANAMA PJV;100-SALARIO;1;611101.01-1;2455.79;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333100-10-12-2021;NORTE PANAMA PJV;100-SALARIO;1;611101.01-1;1256.03;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333100-10-12-2021;NORTE PANAMA PJV;100-SALARIO;1;611101.01-1;2442.6;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333100-10-12-2021;NORTE PANAMA PJV;100-SALARIO;1;611101.01-1;1803.47;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333100-10-12-2021;ESTE PANAMA PJV;100-SALARIO;1;611101.01-1;3028.39;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333100-10-12-2021;ESTE PANAMA PJV;100-SALARIO;1;611101.01-1;908.59;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333100-10-12-2021;AFUERA COLON PJV;100-SALARIO;1;611101.01-1;2138.03;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333100-10-12-2021;AFUERA COLON PJV;100-SALARIO;1;611101.01-1;1563.47;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333100-10-12-2021;CENTRO PANAMA PJV;100-SALARIO;1;611101.01-1;2276.39;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333100-10-12-2021;INTERIOR PANAMA PJV;100-SALARIO;1;611101.01-1;1216.03;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333100-10-12-2021;INTERIOR PANAMA PJV;100-SALARIO;1;611101.01-1;908.59;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333100-10-12-2021;NUEVO GRUPO PJV;100-SALARIO;1;611101.01-1;1201.03;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333100-10-12-2021;NUEVO GRUPO PJV;100-SALARIO;1;611101.01-1;903.59;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333100-10-12-2021;ESTE PANAMA PJV;100-SALARIO;1;611101.01-1;968.59;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333100-10-12-2021;NUEVO GRUPO PJV;100-SALARIO;1;611101.01-1;931.09;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333100-10-12-2021;CENTRO PANAMA PJV;100-SALARIO;1;611101.01-1;2765.79;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333100-10-12-2021;CENTRO PANAMA PJV;100-SALARIO;1;611101.01-1;923.59;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333100-10-12-2021;CENTRO PANAMA PJV;100-SALARIO;1;611101.01-1;296.15;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333100-10-12-2021;METRO PANAMA PJV;100-SALARIO;1;611101.01-1;1525.97;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333100-10-12-2021;METRO PANAMA PJV;100-SALARIO;1;611101.01-1;1835.91;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333100-10-12-2021;METRO PANAMA PJV;100-SALARIO;1;611101.01-1;1503.47;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333103-10-12-2021;ESTE PANAMA PJV;103-HORAS PENDIENTES (MAN);1;611101.01-1;22.88;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333106-10-12-2021;NORTE PANAMA PJV;106-HORA EXTRA DIURNA (1.25);2;611101.02-1;6.13;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333106-10-12-2021;NORTE PANAMA PJV;106-HORA EXTRA DIURNA (1.25);2;611101.02-1;11.27;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333106-10-12-2021;NORTE PANAMA PJV;106-HORA EXTRA DIURNA (1.25);2;611101.02-1;9.31;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333106-10-12-2021;NORTE PANAMA PJV;106-HORA EXTRA DIURNA (1.25);2;611101.02-1;10.82;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333106-10-12-2021;ESTE PANAMA PJV;106-HORA EXTRA DIURNA (1.25);2;611101.02-1;31.74;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333106-10-12-2021;AFUERA COLON PJV;106-HORA EXTRA DIURNA (1.25);2;611101.02-1;4.51;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333106-10-12-2021;CENTRO PANAMA PJV;106-HORA EXTRA DIURNA (1.25);2;611101.02-1;7.45;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333106-10-12-2021;INTERIOR PANAMA PJV;106-HORA EXTRA DIURNA (1.25);2;611101.02-1;25.39;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333106-10-12-2021;NUEVO GRUPO PJV;106-HORA EXTRA DIURNA (1.25);2;611101.02-1;2.68;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333106-10-12-2021;NUEVO GRUPO PJV;106-HORA EXTRA DIURNA (1.25);2;611101.02-1;16.77;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333106-10-12-2021;ESTE PANAMA PJV;106-HORA EXTRA DIURNA (1.25);2;611101.02-1;47.33;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333106-10-12-2021;NUEVO GRUPO PJV;106-HORA EXTRA DIURNA (1.25);2;611101.02-1;10.12;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333106-10-12-2021;CENTRO PANAMA PJV;106-HORA EXTRA DIURNA (1.25);2;611101.02-1;11.27;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333106-10-12-2021;CENTRO PANAMA PJV;106-HORA EXTRA DIURNA (1.25);2;611101.02-1;25.78;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333106-10-12-2021;METRO PANAMA PJV;106-HORA EXTRA DIURNA (1.25);2;611101.02-1;12.17;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333106-10-12-2021;METRO PANAMA PJV;106-HORA EXTRA DIURNA (1.25);2;611101.02-1;10.52;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333106-10-12-2021;METRO PANAMA PJV;106-HORA EXTRA DIURNA (1.25);2;611101.02-1;9.47;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333111-10-12-2021;METRO PANAMA PJV;111-RECARGO DOMINGO;3;611101.03-1;57.20;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333111-10-12-2021;NORTE PANAMA PJV;111-RECARGO DOMINGO;3;611101.03-1;22.88;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333111-10-12-2021;NORTE PANAMA PJV;111-RECARGO DOMINGO;3;611101.03-1;11.44;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333111-10-12-2021;NORTE PANAMA PJV;111-RECARGO DOMINGO;3;611101.03-1;22.88;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333111-10-12-2021;NORTE PANAMA PJV;111-RECARGO DOMINGO;3;611101.03-1;22.88;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333111-10-12-2021;NORTE PANAMA PJV;111-RECARGO DOMINGO;3;611101.03-1;22.88;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333111-10-12-2021;ESTE PANAMA PJV;111-RECARGO DOMINGO;3;611101.03-1;11.44;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333111-10-12-2021;ESTE PANAMA PJV;111-RECARGO DOMINGO;3;611101.03-1;22.88;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333111-10-12-2021;AFUERA COLON PJV;111-RECARGO DOMINGO;3;611101.03-1;34.32;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333111-10-12-2021;AFUERA COLON PJV;111-RECARGO DOMINGO;3;611101.03-1;22.88;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333111-10-12-2021;CENTRO PANAMA PJV;111-RECARGO DOMINGO;3;611101.03-1;11.44;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333111-10-12-2021;INTERIOR PANAMA PJV;111-RECARGO DOMINGO;3;611101.03-1;11.44;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333111-10-12-2021;INTERIOR PANAMA PJV;111-RECARGO DOMINGO;3;611101.03-1;22.88;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333111-10-12-2021;NUEVO GRUPO PJV;111-RECARGO DOMINGO;3;611101.03-1;22.88;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333111-10-12-2021;ESTE PANAMA PJV;111-RECARGO DOMINGO;3;611101.03-1;11.44;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333111-10-12-2021;NUEVO GRUPO PJV;111-RECARGO DOMINGO;3;611101.03-1;11.44;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333111-10-12-2021;CENTRO PANAMA PJV;111-RECARGO DOMINGO;3;611101.03-1;45.76;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333111-10-12-2021;CENTRO PANAMA PJV;111-RECARGO DOMINGO;3;611101.03-1;11.44;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333111-10-12-2021;METRO PANAMA PJV;111-RECARGO DOMINGO;3;611101.03-1;11.44;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333111-10-12-2021;METRO PANAMA PJV;111-RECARGO DOMINGO;3;611101.03-1;22.88;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333111-10-12-2021;METRO PANAMA PJV;111-RECARGO DOMINGO;3;611101.03-1;11.44;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333112-10-12-2021;AFUERA COLON PJV;112-HORA EXTRA DOMINGO DIURNA (1.87);3;611101.03-1;14.32;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333122-10-12-2021;METRO PANAMA PJV;122-DIA NACIONAL;1;611101.01-1;34.32;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333123-10-12-2021;METRO PANAMA PJV;123-HORA EXTRAS MIXTA DIURNA(1.50);2;611101.02-1;75.46;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333123-10-12-2021;METRO PANAMA PJV;123-HORA EXTRAS MIXTA DIURNA(1.50);2;611101.02-1;6.43;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333128-10-12-2021;NORTE PANAMA PJV;128-HORA EXTRA MIXTO DIURNO DOMINGO (50/50);2;611101.02-1;12.87;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333128-10-12-2021;NORTE PANAMA PJV;128-HORA EXTRA MIXTO DIURNO DOMINGO (50/50);2;611101.02-1;12.87;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333128-10-12-2021;ESTE PANAMA PJV;128-HORA EXTRA MIXTO DIURNO DOMINGO (50/50);2;611101.02-1;12.87;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333128-10-12-2021;CENTRO PANAMA PJV;128-HORA EXTRA MIXTO DIURNO DOMINGO (50/50);2;611101.02-1;12.87;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333128-10-12-2021;CENTRO PANAMA PJV;128-HORA EXTRA MIXTO DIURNO DOMINGO (50/50);2;611101.02-1;25.74;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333158-10-12-2021;NORTE PANAMA PJV;158-HORA EXTRA DIURNA (MAN);2;611101.02-1;6.36;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333158-10-12-2021;NORTE PANAMA PJV;158-HORA EXTRA DIURNA (MAN);2;611101.02-1;14.42;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333159-10-12-2021;NORTE PANAMA PJV;159-EXTRA  MIXTA DIURNA (MAN);2;611101.02-1;5.00;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333159-10-12-2021;NORTE PANAMA PJV;159-EXTRA  MIXTA DIURNA (MAN);2;611101.02-1;5.00;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333159-10-12-2021;NORTE PANAMA PJV;159-EXTRA  MIXTA DIURNA (MAN);2;611101.02-1;5.00;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333159-10-12-2021;ESTE PANAMA PJV;159-EXTRA  MIXTA DIURNA (MAN);2;611101.02-1;5.00;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333159-10-12-2021;CENTRO PANAMA PJV;159-EXTRA  MIXTA DIURNA (MAN);2;611101.02-1;5.00;0;;;;;
2;1RA QUINCENA -DICIEMBRE  DEL 01/12/2021 - AL 15/12/2021;US Dollar;1;2021-12-01;"dic2021";0001#333159-10-12-2021;INTERIOR PANAMA PJV;159-EXTRA  MIXTA DIURNA (MAN);2;611101.02-1;3.22;0;;;;;
